type,job_title,job_area,salary,condition,company_title,company_info,skill,publis_name,welfare
人工智能,人工智能研发工程师,烟台·福山区·永旺梦乐城,6-11K,1-3年本科,腾讯烟台新工科研究院,其他行业未融资20-99人,深度学习算法 视觉图像算法 Python Java 人工智能 PHP TensorFlow Spark, 韩先生,年终奖，节日福利，员工旅游，五险一金，全勤奖，餐补
人工智能,人工智能算法,徐州·鼓楼区·金山桥,20-30K,1-3年本科,徐工汉云,互联网B轮100-499人,深度学习 强化学习 大模型算法 自然语言处理算法 推荐算法 分布式训练 算法工程化经验, 李先生,带薪年假，年终奖，定期体检，五险一金
人工智能,人工智能专员,深圳·龙华区·龙华,8-13K,1-3年本科,赛尔网络,移动互联网不需要融资1000-9999人,强化学习 MATLAB 算法工程化经验 团队管理经验 人工智能政策研究 活动策划、组织, 侯女士,交通补助，节日福利，通讯补贴，加班补助，定期体检，补充医疗保险，五险一金，餐补，年终奖，员工旅游，带薪年假
人工智能,人工智能科研实习生,北京·海淀区·学院路,150-200元/天,1-3年本科,信通院,政府/公共事业不需要融资1000-9999人,软件/信息技术项目 计算机相关专业 人工智能 大模型 国企, 张女士,补充医疗保险，带薪年假，定期体检，年终奖，五险一金，住房补贴
人工智能,人工智能金融科学家,天津·和平区·小白楼,20-40K·13薪,1-3年本科,思茶,广告/公关/会展天使轮20-99人,C/C++ 英文读写能力良好 R 机器学习算法/工程化经验 计算机相关专业 业务导向 云计算 Python, 季先生,团建聚餐，带薪年假，有无线网，高温补贴，生日福利，加班补助，工龄奖，补充医疗保险，节日福利，全勤奖，意外险，年终奖，节假日加班费，绩效奖金，员工旅游，定期体检，五险一金，零食下午茶，底薪加提成，法定节假日三薪
人工智能,人工智能训练师,吕梁·汾阳市·鼓楼街,3-8K,1-3年本科,山西一初科技有限公司,计算机服务天使轮100-499人,全职工作 数据标注 标注数据分析 图片标注 文本标注 区域标注 描点标注 标框标注 小白可加入 前景好 发展空间大, 田女士,团建聚餐，交通补助，五险一金，绩效奖金，保底工资，底薪加提成，包住，宿舍有空调，节日福利，全勤奖，餐补
人工智能,人工智能训练师,苏州·虎丘区·浒墅关,3-5K,1-3年本科,极客营,计算机软件未融资100-499人,全职工作, 姬女士,免费班车，节日福利，五险一金，定期体检，餐补，年终奖，交通补助，员工旅游，带薪年假
人工智能,人工智能销售顾问,菏泽,3-8K,1-3年本科,光熙文化传媒,培训/辅导机构20-99人,K12销售经验, 刘先生, 
人工智能,人工智能技术总监,武汉·蔡甸区·沌口,9-12K,1-3年本科,优势物联网,通信/网络设备0-20人,服务器配置 网络交换技术, 王女士, 
人工智能,人工智能技术专家,北京·昌平区·沙河,15-30K,1-3年本科,语宙科技有限公司,互联网A轮0-20人,英文读写能力良好 自然语言处理项目经验 计算机相关专业 Python TensorFlow, 耿先生,股票期权，五险一金
人工智能,java技术转人工智能主播,长沙·芙蓉区·定王台,5-10K,1-3年本科,中创深度智能,互联网未融资20-99人,后端工程师 Java Python 人工智能 AI AI绘画, 唐先生,底薪加提成，保底工资，绩效奖金，年终奖，五险一金
人工智能,人工智能讲师,南京·江宁区·岔路口,10-11K,1-3年本科,跃泽广告,培训/辅导机构未融资0-20人,兼职工作 线上教学 线下教学 实操实训 Unity3D项目开发经验 AR/VR工作经验, 俞先生, 
人工智能,人工智能训练师,太原·小店区·富士康,3-4K,1-3年本科,苹果创智,互联网未融资20-99人,图片 文字 音频 地图 视频, 王女士,五险一金，加班补助，全勤奖，住房补贴
人工智能,Python人工智能应用工程师,南昌·红谷滩区·红角洲,10-15K·13薪,1-3年本科,逸思科技,计算机服务未融资20-99人,机器学习工程经验 PyTorch 机器学习/算法工程 计算机相关专业 Python TensorFlow, 袁先生,年终奖，五险一金
人工智能,人工智能算法-特别研究助理,北京·海淀区·知春路,20-30K,1-3年本科,中国科学院软件研究所,计算机软件不需要融资1000-9999人,Java CNN/RNN/LSTM 特别研究助理 业务导向/研究导向 机器学习算法/工程化经验 计算机相关专业 深度学习经验 Python, 房先生,定期体检，年终奖，五险一金，带薪年假，节日福利
人工智能,人工智能专家,北京·朝阳区·十里河,30-55K,1-3年本科,北京普世通达文化传媒,社交网络与媒体500-999人,C++ C++服务端开发经验 人工智能, 王女士, 
人工智能,人工智能专家,北京·海淀区·上地,25-40K,1-3年本科,观成科技,信息安全A轮100-499人,算法 人工智能 深度学习, 李先生,团建聚餐，意外险，定期体检，节日福利，股票期权，补充医疗保险，员工旅游，带薪年假，餐补，零食下午茶，绩效奖金，五险一金，底薪加提成，年终奖，生日福利
人工智能,人工智能专家,无锡·新吴区·国家软件园,25-50K,1-3年本科,阿里巴巴集团,互联网已上市10000人以上,深度学习算法 视觉图像算法 数据分析 TensorFlow Caffe Spark Hadoop 人工智能, 杜先生,员工旅游，零食下午茶，补充医疗保险，免费班车，五险一金，餐补，股票期权，节日福利，交通补助，年终奖
人工智能,人工智能算法开发工程师,天津,13-26K,1-3年本科,圣威科技,新能源不需要融资100-499人,计算机相关专业, 李女士,餐补，加班补助，员工旅游，全勤奖，五险一金，带薪年假，年终奖，通讯补贴，节日福利，定期体检，交通补助
人工智能,人工智能算法工程师,重庆·渝北区·人和,14-28K,1-3年本科,京础科技,通信/网络设备未融资20-99人,分布式技术 深度学习算法 机器学习算法 视觉图像算法 语音算法 TensorFlow PyTorch MXNet, 陈先生,年终奖，节日福利，五险一金，员工旅游，包吃，定期体检
人工智能,人工智能算法工程师,北京·昌平区·阳坊,2-3K,1-3年本科,龙腾视觉,仪器仪表/工业自动化20-99人,叶贝斯 随机森林 SVM 神经网络 聚类 PCA, 徐女士, 
人工智能,人工智能算法工程师,南京·秦淮区·大光路,15-20K,3-5年本科,作物大脑,人工智能未融资0-20人,大模型算法 深度学习 机器学习 图像算法 自然语言处理算法 模型加速/性能优化 C/C++ Python, 吴先生,交通补助，通讯补贴，餐补，加班补助，五险一金
人工智能,售前工程师（人工智能）,昆明·五华区·龙泉,10-15K,3-5年本科,北京海航,智能硬件不需要融资20-99人,图像处理库（OpenCV等） Python 大模型算法 人像算法 融合感知算法 目标检测 团队管理经验, 杨女士,五险一金，带薪年假，餐补，股票期权，年终奖，定期体检，节日福利，零食下午茶，员工旅游
人工智能,人工智能标准化工程师,北京·海淀区·甘家口,16-21K,3-5年本科,中时瑞安,计算机软件未融资20-99人,标准化 人工智能 技术标准化 计算机 自动化 通信工程 软件工程, 涂先生, 
人工智能,人工智能算法工程师,绍兴·诸暨市·诸暨,6-10K,3-5年本科,浙江微因医学诊断,医疗器械未融资20-99人,CNN TensorFlow PyTorch Caffe Keras, 杨女士,加班补助，补充医疗保险，五险一金，年终奖
人工智能,人工智能高级工程师,北京·昌平区·回龙观,15-30K,3-5年本科,博奥,医疗器械不需要融资1000-9999人,C/C++ Python TensorFlow/PyTorch 图像识别经验, 王女士,年终奖，工作居住证，餐补，带薪年假，五险一金，节日福利，北京户口，定期体检，交通补助，补充医疗保险
人工智能,人工智能高级工程师,西安·雁塔区·高新软件园,15-20K,3-5年本科,西安华为,通信/网络设备未融资10000人以上,深度学习算法 自然语言处理 视觉图像算法 算法设计 Python C++ 人工智能 大数据, 刘女士,员工旅游，定期体检，带薪年假，法定节假日三薪，补充医疗保险，五险一金，年终奖，节日福利，有无线网，节假日加班费，股票期权，加班补助
人工智能,人工智能数字广告营销（招代理）,随州,3-4K,3-5年本科,协顺,广告/公关/会展未融资20-99人,兼职, 赵先生,全勤奖
人工智能,人工智能讲师,济南·长清区·长清大学城,8-10K,3-5年本科,中国高科,在线教育已上市500-999人,搜索/推荐 智能驾驶 智能系统, 张女士,员工旅游，通讯补贴，五险一金，节日福利，交通补助，定期体检，带薪年假，住房公积金，餐补，补充医疗保险，年终奖
人工智能,人工智能编程,葫芦岛·兴城市·古城商圈,3-6K,3-5年本科,神墨,培训/辅导机构未融资20-99人,销售经验 支持远程办公 小班教学（3-25人） 人工智能类 培训机构 线下教育 线下授课 全职 教师资格证 不坐班 学前儿童/小学生 普通话发音标准 特长兴趣类, 郭先生,员工旅游，通讯补贴，交通补助，节日福利，五险一金，带薪年假
人工智能,人工智能讲师,武汉·洪山区·光谷,15-20K·13薪,3-5年本科,善鹏科技,计算机软件未融资20-99人,Golang Scala R/SAS/MATLAB 推荐系统相关经验 数学/统计相关专业 计算机相关专业, 李先生,年终奖，团建聚餐，带薪年假，全勤奖，加班补助，免费工装，绩效奖金，五险一金
